"","Year","City","Sport","Discipline","NOC","Event","Event.gender","Medal"
"1741",1998,"Nagano","Skiing","Cross Country S","KAZ","Combined 10km + 15km pursuit","M","Bronze"
"1742",1998,"Nagano","Skating","Short Track S.","KOR","1000m","M","Gold"
"1743",1998,"Nagano","Skating","Short Track S.","KOR","1000m","W","Bronze"
"1744",1998,"Nagano","Skating","Short Track S.","KOR","1000m","W","Gold"
"1745",1998,"Nagano","Skating","Short Track S.","KOR","3000m relay","W","Gold"
"1746",1998,"Nagano","Skating","Short Track S.","KOR","5000m relay","M","Silver"
"1747",1998,"Nagano","Skating","Short Track S.","KOR","500m","W","Bronze"
"1748",1998,"Nagano","Skating","Speed skating","NED","10000m","M","Bronze"
"1749",1998,"Nagano","Skating","Speed skating","NED","10000m","M","Gold"
"1750",1998,"Nagano","Skating","Speed skating","NED","10000m","M","Silver"
"1751",1998,"Nagano","Skating","Speed skating","NED","1000m","M","Gold"
"1752",1998,"Nagano","Skating","Speed skating","NED","1000m","M","Silver"
"1753",1998,"Nagano","Skating","Speed skating","NED","1000m","W","Gold"
"1754",1998,"Nagano","Skating","Speed skating","NED","1500m","M","Bronze"
"1755",1998,"Nagano","Skating","Speed skating","NED","1500m","M","Silver"
"1756",1998,"Nagano","Skating","Speed skating","NED","1500m","W","Gold"
"1757",1998,"Nagano","Skating","Speed skating","NED","5000m","M","Gold"
"1758",1998,"Nagano","Skating","Speed skating","NED","5000m","M","Silver"
"1759",1998,"Nagano","Biathlon","Biathlon","NOR","10km","M","Gold"
"1760",1998,"Nagano","Biathlon","Biathlon","NOR","10km","M","Silver"
"1761",1998,"Nagano","Biathlon","Biathlon","NOR","20km","M","Gold"
"1762",1998,"Nagano","Biathlon","Biathlon","NOR","4x7.5km relay","M","Silver"
"1763",1998,"Nagano","Biathlon","Biathlon","NOR","4x7.5km relay","W","Bronze"
"1764",1998,"Nagano","Curling","Curling","NOR","curling","M","Bronze"
"1765",1998,"Nagano","Skating","Speed skating","NOR","1500m","M","Gold"
"1766",1998,"Nagano","Skiing","Alpine Skiing","NOR","alpine combined","M","Silver"
"1767",1998,"Nagano","Skiing","Alpine Skiing","NOR","downhill","M","Silver"
"1768",1998,"Nagano","Skiing","Alpine Skiing","NOR","slalom","M","Gold"
"1769",1998,"Nagano","Skiing","Alpine Skiing","NOR","slalom","M","Silver"
"1770",1998,"Nagano","Skiing","Cross Country S","NOR","10km pursuit","M","Gold"
"1771",1998,"Nagano","Skiing","Cross Country S","NOR","15km mass start","W","Bronze"
"1772",1998,"Nagano","Skiing","Cross Country S","NOR","30km mass start","M","Silver"
"1773",1998,"Nagano","Skiing","Cross Country S","NOR","4x10km relay","M","Gold"
"1774",1998,"Nagano","Skiing","Cross Country S","NOR","4x5km relay","W","Silver"
"1775",1998,"Nagano","Skiing","Cross Country S","NOR","50km","M","Gold"
"1776",1998,"Nagano","Skiing","Cross Country S","NOR","5km","W","Bronze"
"1777",1998,"Nagano","Skiing","Cross Country S","NOR","Combined 10km + 15km pursuit","M","Gold"
"1778",1998,"Nagano","Skiing","Cross Country S","NOR","Combined 10km + 15km pursuit","M","Silver"
"1779",1998,"Nagano","Skiing","Freestyle Ski.","NOR","moguls","W","Bronze"
"1780",1998,"Nagano","Skiing","Nordic Combined","NOR","individual","M","Gold"
"1781",1998,"Nagano","Skiing","Nordic Combined","NOR","Team","M","Gold"
"1782",1998,"Nagano","Skiing","Snowboard","NOR","Half-pipe","M","Silver"
"1783",1998,"Nagano","Skiing","Snowboard","NOR","Half-pipe","W","Silver"
"1784",1998,"Nagano","Biathlon","Biathlon","RUS","4x7.5km relay","M","Bronze"
"1785",1998,"Nagano","Biathlon","Biathlon","RUS","4x7.5km relay","W","Silver"
"1786",1998,"Nagano","Biathlon","Biathlon","RUS","7.5km","W","Gold"
"1787",1998,"Nagano","Ice Hockey","Ice Hockey","RUS","ice hockey","M","Silver"
"1788",1998,"Nagano","Skating","Figure skating","RUS","ice dancing","X","Gold"
"1789",1998,"Nagano","Skating","Figure skating","RUS","ice dancing","X","Silver"
"1790",1998,"Nagano","Skating","Figure skating","RUS","individual","M","Gold"
"1791",1998,"Nagano","Skating","Figure skating","RUS","pairs","X","Gold"
"1792",1998,"Nagano","Skating","Figure skating","RUS","pairs","X","Silver"
"1793",1998,"Nagano","Skiing","Cross Country S","RUS","15km mass start","W","Gold"
"1794",1998,"Nagano","Skiing","Cross Country S","RUS","15km mass start","W","Silver"
"1795",1998,"Nagano","Skiing","Cross Country S","RUS","30km","W","Bronze"
"1796",1998,"Nagano","Skiing","Cross Country S","RUS","30km","W","Gold"
"1797",1998,"Nagano","Skiing","Cross Country S","RUS","4x5km relay","W","Gold"
"1798",1998,"Nagano","Skiing","Cross Country S","RUS","5km","W","Gold"
"1799",1998,"Nagano","Skiing","Cross Country S","RUS","Combined 5km + 10km pursuit","W","Gold"
"1800",1998,"Nagano","Skiing","Cross Country S","RUS","Combined 5km + 10km pursuit","W","Silver"
"1801",1998,"Nagano","Skiing","Nordic Combined","RUS","individual","M","Bronze"
"1802",1998,"Nagano","Bobsleigh","Bobsleigh","SUI","four-man","M","Silver"
"1803",1998,"Nagano","Curling","Curling","SUI","curling","M","Gold"
"1804",1998,"Nagano","Skiing","Alpine Skiing","SUI","giant slalom","M","Bronze"
"1805",1998,"Nagano","Skiing","Alpine Skiing","SUI","super-G","M","Silver"
"1806",1998,"Nagano","Skiing","Freestyle Ski.","SUI","aerials","W","Bronze"
"1807",1998,"Nagano","Skiing","Snowboard","SUI","giant-slalom","M","Bronze"
"1808",1998,"Nagano","Skiing","Snowboard","SUI","Half-pipe","M","Gold"
"1809",1998,"Nagano","Curling","Curling","SWE","curling","W","Bronze"
"1810",1998,"Nagano","Skiing","Alpine Skiing","SWE","downhill","W","Silver"
"1811",1998,"Nagano","Skiing","Cross Country S","SWE","50km","M","Silver"
"1812",1998,"Nagano","Biathlon","Biathlon","UKR","15km","W","Silver"
"1813",1998,"Nagano","Ice Hockey","Ice Hockey","USA","ice hockey","W","Gold"
"1814",1998,"Nagano","Luge","Luge","USA","doubles","X","Bronze"
"1815",1998,"Nagano","Luge","Luge","USA","doubles","X","Silver"
"1816",1998,"Nagano","Skating","Figure skating","USA","individual","W","Gold"
"1817",1998,"Nagano","Skating","Figure skating","USA","individual","W","Silver"
"1818",1998,"Nagano","Skating","Speed skating","USA","1000m","W","Silver"
"1819",1998,"Nagano","Skating","Speed skating","USA","1500m","W","Bronze"
"1820",1998,"Nagano","Skiing","Alpine Skiing","USA","super-G","W","Gold"
"1821",1998,"Nagano","Skiing","Freestyle Ski.","USA","aerials","M","Gold"
"1822",1998,"Nagano","Skiing","Freestyle Ski.","USA","aerials","W","Gold"
"1823",1998,"Nagano","Skiing","Freestyle Ski.","USA","moguls","M","Gold"
"1824",1998,"Nagano","Skiing","Snowboard","USA","Half-pipe","M","Bronze"
"1825",1998,"Nagano","Skiing","Snowboard","USA","Half-pipe","W","Bronze"
"1826",2002,"Salt Lake City","Skating","Short Track S.","AUS","1000m","M","Gold"
"1827",2002,"Salt Lake City","Skiing","Freestyle Ski.","AUS","aerials","W","Gold"
"1828",2002,"Salt Lake City","Biathlon","Biathlon","AUT","10km","M","Bronze"
"1829",2002,"Salt Lake City","Bobsleigh","Skeleton","AUT","individual","M","Silver"
"1830",2002,"Salt Lake City","Luge","Luge","AUT","singles","M","Bronze"
"1831",2002,"Salt Lake City","Skiing","Alpine Skiing","AUT","alpine combined","M","Bronze"
"1832",2002,"Salt Lake City","Skiing","Alpine Skiing","AUT","alpine combined","W","Silver"
"1833",2002,"Salt Lake City","Skiing","Alpine Skiing","AUT","downhill","M","Bronze"
"1834",2002,"Salt Lake City","Skiing","Alpine Skiing","AUT","downhill","M","Gold"
"1835",2002,"Salt Lake City","Skiing","Alpine Skiing","AUT","downhill","W","Bronze"
"1836",2002,"Salt Lake City","Skiing","Alpine Skiing","AUT","giant slalom","M","Gold"
"1837",2002,"Salt Lake City","Skiing","Alpine Skiing","AUT","slalom","M","Bronze"
"1838",2002,"Salt Lake City","Skiing","Alpine Skiing","AUT","super-G","M","Bronze"
"1839",2002,"Salt Lake City","Skiing","Alpine Skiing","AUT","super-G","M","Silver"
"1840",2002,"Salt Lake City","Skiing","Cross Country S","AUT","30km mass start","M","Gold"
"1841",2002,"Salt Lake City","Skiing","Cross Country S","AUT","30km mass start","M","Silver"
"1842",2002,"Salt Lake City","Skiing","Nordic Combined","AUT","individual","M","Bronze"
"1843",2002,"Salt Lake City","Skiing","Nordic Combined","AUT","sprint","M","Bronze"
"1844",2002,"Salt Lake City","Skiing","Nordic Combined","AUT","Team","M","Bronze"
"1845",2002,"Salt Lake City","Skiing","Freestyle Ski.","BLR","aerials","M","Bronze"
"1846",2002,"Salt Lake City","Biathlon","Biathlon","BUL","10km pursuit","W","Bronze"
"1847",2002,"Salt Lake City","Skating","Short Track S.","BUL","1500m","W","Bronze"
"1848",2002,"Salt Lake City","Skating","Short Track S.","BUL","500m","W","Silver"
"1849",2002,"Salt Lake City","Curling","Curling","CAN","curling","M","Silver"
"1850",2002,"Salt Lake City","Curling","Curling","CAN","curling","W","Bronze"
"1851",2002,"Salt Lake City","Ice Hockey","Ice Hockey","CAN","ice hockey","M","Gold"
"1852",2002,"Salt Lake City","Ice Hockey","Ice Hockey","CAN","ice hockey","W","Gold"
"1853",2002,"Salt Lake City","Skating","Figure skating","CAN","pairs","X","Gold"
"1854",2002,"Salt Lake City","Skating","Short Track S.","CAN","1000m","M","Bronze"
"1855",2002,"Salt Lake City","Skating","Short Track S.","CAN","1500m","M","Bronze"
"1856",2002,"Salt Lake City","Skating","Short Track S.","CAN","3000m relay","W","Bronze"
"1857",2002,"Salt Lake City","Skating","Short Track S.","CAN","5000m relay","M","Gold"
"1858",2002,"Salt Lake City","Skating","Short Track S.","CAN","500m","M","Gold"
"1859",2002,"Salt Lake City","Skating","Short Track S.","CAN","500m","M","Silver"
"1860",2002,"Salt Lake City","Skating","Speed skating","CAN","3000m","W","Bronze"
"1861",2002,"Salt Lake City","Skating","Speed skating","CAN","5000m","W","Bronze"
"1862",2002,"Salt Lake City","Skating","Speed skating","CAN","500m","W","Gold"
"1863",2002,"Salt Lake City","Skiing","Cross Country S","CAN","5km pursuit","W","Gold"
"1864",2002,"Salt Lake City","Skiing","Freestyle Ski.","CAN","aerials","W","Bronze"
"1865",2002,"Salt Lake City","Skiing","Freestyle Ski.","CAN","aerials","W","Silver"
"1866",2002,"Salt Lake City","Skating","Figure skating","CHN","pairs","X","Bronze"
"1867",2002,"Salt Lake City","Skating","Short Track S.","CHN","1000m","W","Bronze"
"1868",2002,"Salt Lake City","Skating","Short Track S.","CHN","1000m","W","Gold"
"1869",2002,"Salt Lake City","Skating","Short Track S.","CHN","1500m","M","Silver"
"1870",2002,"Salt Lake City","Skating","Short Track S.","CHN","3000m relay","W","Silver"
"1871",2002,"Salt Lake City","Skating","Short Track S.","CHN","5000m relay","M","Bronze"
"1872",2002,"Salt Lake City","Skating","Short Track S.","CHN","500m","W","Bronze"
"1873",2002,"Salt Lake City","Skating","Short Track S.","CHN","500m","W","Gold"
"1874",2002,"Salt Lake City","Skiing","Alpine Skiing","CRO","alpine combined","W","Gold"
"1875",2002,"Salt Lake City","Skiing","Alpine Skiing","CRO","giant slalom","W","Gold"
"1876",2002,"Salt Lake City","Skiing","Alpine Skiing","CRO","slalom","W","Gold"
"1877",2002,"Salt Lake City","Skiing","Alpine Skiing","CRO","super-G","W","Silver"
"1878",2002,"Salt Lake City","Skiing","Cross Country S","CZE","15km mass start","W","Silver"
"1879",2002,"Salt Lake City","Skiing","Cross Country S","CZE","5km pursuit","W","Silver"
"1880",2002,"Salt Lake City","Skiing","Freestyle Ski.","CZE","aerials","M","Gold"
"1881",2002,"Salt Lake City","Skiing","Cross Country S","EST","15km","M","Bronze"
"1882",2002,"Salt Lake City","Skiing","Cross Country S","EST","15km","M","Gold"
"1883",2002,"Salt Lake City","Skiing","Cross Country S","EST","50km","M","Silver"
"1884",2002,"Salt Lake City","Skiing","Freestyle Ski.","FIN","moguls","M","Gold"
"1885",2002,"Salt Lake City","Skiing","Nordic Combined","FIN","individual","M","Gold"
"1886",2002,"Salt Lake City","Skiing","Nordic Combined","FIN","individual","M","Silver"
"1887",2002,"Salt Lake City","Skiing","Nordic Combined","FIN","sprint","M","Gold"
"1888",2002,"Salt Lake City","Skiing","Nordic Combined","FIN","Team","M","Gold"
"1889",2002,"Salt Lake City","Skiing","Ski Jumping","FIN","K120 individual (90m)","M","Bronze"
"1890",2002,"Salt Lake City","Skiing","Ski Jumping","FIN","K120 team (90m)","M","Silver"
"1891",2002,"Salt Lake City","Biathlon","Biathlon","FRA","12.5km pursuit","M","Silver"
"1892",2002,"Salt Lake City","Biathlon","Biathlon","FRA","4x7.5km relay","M","Bronze"
"1893",2002,"Salt Lake City","Skating","Figure skating","FRA","ice dancing","X","Gold"
"1894",2002,"Salt Lake City","Skiing","Alpine Skiing","FRA","downhill","W","Gold"
"1895",2002,"Salt Lake City","Skiing","Alpine Skiing","FRA","slalom","M","Gold"
"1896",2002,"Salt Lake City","Skiing","Alpine Skiing","FRA","slalom","M","Silver"
"1897",2002,"Salt Lake City","Skiing","Alpine Skiing","FRA","slalom","W","Silver"
"1898",2002,"Salt Lake City","Skiing","Freestyle Ski.","FRA","moguls","M","Bronze"
"1899",2002,"Salt Lake City","Skiing","Snowboard","FRA","Giant parallel slalom","W","Gold"
"1900",2002,"Salt Lake City","Skiing","Snowboard","FRA","Giant parallel slalom","W","Silver"
"1901",2002,"Salt Lake City","Skiing","Snowboard","FRA","Half-pipe","W","Silver"
"1902",2002,"Salt Lake City","Bobsleigh","Skeleton","GBR","individual","W","Bronze"
"1903",2002,"Salt Lake City","Curling","Curling","GBR","curling","W","Gold"
"1904",2002,"Salt Lake City","Biathlon","Biathlon","GER","10km","M","Silver"
"1905",2002,"Salt Lake City","Biathlon","Biathlon","GER","10km pursuit","W","Silver"
"1906",2002,"Salt Lake City","Biathlon","Biathlon","GER","12.5km pursuit","M","Bronze"
"1907",2002,"Salt Lake City","Biathlon","Biathlon","GER","15km","W","Gold"
"1908",2002,"Salt Lake City","Biathlon","Biathlon","GER","20km","M","Silver"
"1909",2002,"Salt Lake City","Biathlon","Biathlon","GER","4x7.5km relay","M","Silver"
"1910",2002,"Salt Lake City","Biathlon","Biathlon","GER","4x7.5km relay","W","Gold"
"1911",2002,"Salt Lake City","Biathlon","Biathlon","GER","7.5km","W","Gold"
"1912",2002,"Salt Lake City","Biathlon","Biathlon","GER","7.5km","W","Silver"
"1913",2002,"Salt Lake City","Bobsleigh","Bobsleigh","GER","four-man","M","Gold"
"1914",2002,"Salt Lake City","Bobsleigh","Bobsleigh","GER","two-man","M","Gold"
"1915",2002,"Salt Lake City","Bobsleigh","Bobsleigh","GER","two-man","W","Bronze"
"1916",2002,"Salt Lake City","Bobsleigh","Bobsleigh","GER","two-man","W","Silver"
"1917",2002,"Salt Lake City","Luge","Luge","GER","doubles","X","Gold"
"1918",2002,"Salt Lake City","Luge","Luge","GER","singles","M","Silver"
"1919",2002,"Salt Lake City","Luge","Luge","GER","singles","W","Bronze"
"1920",2002,"Salt Lake City","Luge","Luge","GER","singles","W","Gold"
"1921",2002,"Salt Lake City","Luge","Luge","GER","singles","W","Silver"
"1922",2002,"Salt Lake City","Skating","Speed skating","GER","1000m","W","Silver"
"1923",2002,"Salt Lake City","Skating","Speed skating","GER","1500m","W","Gold"
"1924",2002,"Salt Lake City","Skating","Speed skating","GER","1500m","W","Silver"
"1925",2002,"Salt Lake City","Skating","Speed skating","GER","3000m","W","Gold"
"1926",2002,"Salt Lake City","Skating","Speed skating","GER","5000m","M","Bronze"
"1927",2002,"Salt Lake City","Skating","Speed skating","GER","5000m","W","Gold"
"1928",2002,"Salt Lake City","Skating","Speed skating","GER","500m","W","Bronze"
"1929",2002,"Salt Lake City","Skating","Speed skating","GER","500m","W","Silver"
"1930",2002,"Salt Lake City","Skiing","Alpine Skiing","GER","alpine combined","W","Bronze"
"1931",2002,"Salt Lake City","Skiing","Cross Country S","GER","4x10km relay","M","Bronze"
"1932",2002,"Salt Lake City","Skiing","Cross Country S","GER","4x5km relay","W","Gold"
"1933",2002,"Salt Lake City","Skiing","Cross Country S","GER","5km pursuit","W","Bronze"
"1934",2002,"Salt Lake City","Skiing","Cross Country S","GER","Sprint 1.5km","M","Silver"
"1935",2002,"Salt Lake City","Skiing","Cross Country S","GER","Sprint 1.5km","W","Silver"
"1936",2002,"Salt Lake City","Skiing","Nordic Combined","GER","sprint","M","Silver"
"1937",2002,"Salt Lake City","Skiing","Nordic Combined","GER","Team","M","Silver"
"1938",2002,"Salt Lake City","Skiing","Ski Jumping","GER","K120 team (90m)","M","Gold"
"1939",2002,"Salt Lake City","Skiing","Ski Jumping","GER","K90 individual (70m)","M","Silver"
"1940",2002,"Salt Lake City","Luge","Luge","ITA","singles","M","Gold"
"1941",2002,"Salt Lake City","Skating","Figure skating","ITA","ice dancing","X","Bronze"
"1942",2002,"Salt Lake City","Skating","Short Track S.","ITA","5000m relay","M","Silver"
"1943",2002,"Salt Lake City","Skiing","Alpine Skiing","ITA","downhill","W","Silver"
"1944",2002,"Salt Lake City","Skiing","Alpine Skiing","ITA","super-G","W","Bronze"
"1945",2002,"Salt Lake City","Skiing","Alpine Skiing","ITA","super-G","W","Gold"
"1946",2002,"Salt Lake City","Skiing","Cross Country S","ITA","10km","W","Bronze"
"1947",2002,"Salt Lake City","Skiing","Cross Country S","ITA","15km mass start","W","Gold"
"1948",2002,"Salt Lake City","Skiing","Cross Country S","ITA","30km","W","Gold"
"1949",2002,"Salt Lake City","Skiing","Cross Country S","ITA","30km","W","Silver"
"1950",2002,"Salt Lake City","Skiing","Cross Country S","ITA","4x10km relay","M","Silver"
"1951",2002,"Salt Lake City","Skiing","Cross Country S","ITA","Sprint 1.5km","M","Bronze"
"1952",2002,"Salt Lake City","Skiing","Snowboard","ITA","Giant parallel slalom","W","Bronze"
"1953",2002,"Salt Lake City","Skating","Speed skating","JPN","500m","M","Silver"
"1954",2002,"Salt Lake City","Skiing","Freestyle Ski.","JPN","moguls","W","Bronze"
"1955",2002,"Salt Lake City","Skating","Short Track S.","KOR","1000m","W","Silver"
"1956",2002,"Salt Lake City","Skating","Short Track S.","KOR","1500m","W","Gold"
"1957",2002,"Salt Lake City","Skating","Short Track S.","KOR","1500m","W","Silver"
"1958",2002,"Salt Lake City","Skating","Short Track S.","KOR","3000m relay","W","Gold"
"1959",2002,"Salt Lake City","Skating","Speed skating","NED","10000m","M","Gold"
"1960",2002,"Salt Lake City","Skating","Speed skating","NED","10000m","M","Silver"
"1961",2002,"Salt Lake City","Skating","Speed skating","NED","1000m","M","Gold"
"1962",2002,"Salt Lake City","Skating","Speed skating","NED","1000m","M","Silver"
"1963",2002,"Salt Lake City","Skating","Speed skating","NED","1500m","M","Silver"
"1964",2002,"Salt Lake City","Skating","Speed skating","NED","3000m","W","Silver"
"1965",2002,"Salt Lake City","Skating","Speed skating","NED","5000m","M","Gold"
"1966",2002,"Salt Lake City","Skating","Speed skating","NED","5000m","W","Silver"
"1967",2002,"Salt Lake City","Biathlon","Biathlon","NOR","10km","M","Gold"
"1968",2002,"Salt Lake City","Biathlon","Biathlon","NOR","12.5km pursuit","M","Gold"
"1969",2002,"Salt Lake City","Biathlon","Biathlon","NOR","15km","W","Silver"
"1970",2002,"Salt Lake City","Biathlon","Biathlon","NOR","20km","M","Gold"
"1971",2002,"Salt Lake City","Biathlon","Biathlon","NOR","4x7.5km relay","M","Gold"
"1972",2002,"Salt Lake City","Biathlon","Biathlon","NOR","4x7.5km relay","W","Silver"
"1973",2002,"Salt Lake City","Curling","Curling","NOR","curling","M","Gold"
"1974",2002,"Salt Lake City","Skating","Speed skating","NOR","10000m","M","Bronze"
"1975",2002,"Salt Lake City","Skating","Speed skating","NOR","1500m","M","Bronze"
"1976",2002,"Salt Lake City","Skiing","Alpine Skiing","NOR","alpine combined","M","Gold"
"1977",2002,"Salt Lake City","Skiing","Alpine Skiing","NOR","downhill","M","Silver"
"1978",2002,"Salt Lake City","Skiing","Alpine Skiing","NOR","giant slalom","M","Bronze"
"1979",2002,"Salt Lake City","Skiing","Alpine Skiing","NOR","super-G","M","Gold"
"1980",2002,"Salt Lake City","Skiing","Cross Country S","NOR","10km","W","Gold"
"1981",2002,"Salt Lake City","Skiing","Cross Country S","NOR","10km pursuit","M","Gold"
"1982",2002,"Salt Lake City","Skiing","Cross Country S","NOR","10km pursuit","M","Gold"
"1983",2002,"Salt Lake City","Skiing","Cross Country S","NOR","15km","M","Silver"
"1984",2002,"Salt Lake City","Skiing","Cross Country S","NOR","30km","W","Bronze"
"1985",2002,"Salt Lake City","Skiing","Cross Country S","NOR","30km mass start","M","Bronze"
"1986",2002,"Salt Lake City","Skiing","Cross Country S","NOR","4x10km relay","M","Gold"
"1987",2002,"Salt Lake City","Skiing","Cross Country S","NOR","4x5km relay","W","Silver"
"1988",2002,"Salt Lake City","Skiing","Cross Country S","NOR","50km","M","Bronze"
"1989",2002,"Salt Lake City","Skiing","Cross Country S","NOR","Sprint 1.5km","M","Gold"
"1990",2002,"Salt Lake City","Skiing","Cross Country S","NOR","Sprint 1.5km","W","Bronze"
"1991",2002,"Salt Lake City","Skiing","Freestyle Ski.","NOR","moguls","W","Gold"
"1992",2002,"Salt Lake City","Skiing","Ski Jumping","POL","K120 individual (90m)","M","Silver"
"1993",2002,"Salt Lake City","Skiing","Ski Jumping","POL","K90 individual (70m)","M","Bronze"
"1994",2002,"Salt Lake City","Biathlon","Biathlon","RUS","10km pursuit","W","Gold"
"1995",2002,"Salt Lake City","Biathlon","Biathlon","RUS","20km","M","Bronze"
"1996",2002,"Salt Lake City","Biathlon","Biathlon","RUS","4x7.5km relay","W","Bronze"
"1997",2002,"Salt Lake City","Ice Hockey","Ice Hockey","RUS","ice hockey","M","Bronze"
"1998",2002,"Salt Lake City","Skating","Figure skating","RUS","ice dancing","X","Silver"
"1999",2002,"Salt Lake City","Skating","Figure skating","RUS","individual","M","Gold"
"2000",2002,"Salt Lake City","Skating","Figure skating","RUS","individual","M","Silver"
"2001",2002,"Salt Lake City","Skating","Figure skating","RUS","individual","W","Silver"
"2002",2002,"Salt Lake City","Skating","Figure skating","RUS","pairs","X","Gold"
"2003",2002,"Salt Lake City","Skiing","Cross Country S","RUS","10km","W","Silver"
"2004",2002,"Salt Lake City","Skiing","Cross Country S","RUS","15km mass start","W","Bronze"
"2005",2002,"Salt Lake City","Skiing","Cross Country S","RUS","50km","M","Gold"
"2006",2002,"Salt Lake City","Skiing","Cross Country S","RUS","sprint 1.5km","W","Gold"
"2007",2002,"Salt Lake City","Skiing","Ski Jumping","SLO","K120 team (90m)","M","Bronze"
"2008",2002,"Salt Lake City","Bobsleigh","Bobsleigh","SUI","two-man","M","Bronze"
"2009",2002,"Salt Lake City","Bobsleigh","Bobsleigh","SUI","two-man","M","Silver"
"2010",2002,"Salt Lake City","Bobsleigh","Skeleton","SUI","individual","M","Bronze"
"2011",2002,"Salt Lake City","Curling","Curling","SUI","curling","M","Bronze"
"2012",2002,"Salt Lake City","Curling","Curling","SUI","curling","W","Silver"
"2013",2002,"Salt Lake City","Skiing","Alpine Skiing","SUI","giant slalom","W","Bronze"
"2014",2002,"Salt Lake City","Skiing","Cross Country S","SUI","4x5km relay","W","Bronze"
"2015",2002,"Salt Lake City","Skiing","Ski Jumping","SUI","K120 individual (90m)","M","Gold"
"2016",2002,"Salt Lake City","Skiing","Ski Jumping","SUI","K90 individual (70m)","M","Gold"
"2017",2002,"Salt Lake City","Skiing","Snowboard","SUI","Giant parallel slalom","M","Gold"
"2018",2002,"Salt Lake City","Skiing","Snowboard","SUI","Half-pipe","W","Bronze"
"2019",2002,"Salt Lake City","Biathlon","Biathlon","SWE","15km","W","Bronze"
"2020",2002,"Salt Lake City","Biathlon","Biathlon","SWE","7.5km","W","Bronze"
"2021",2002,"Salt Lake City","Ice Hockey","Ice Hockey","SWE","ice hockey","W","Bronze"
"2022",2002,"Salt Lake City","Skiing","Alpine Skiing","SWE","giant slalom","W","Silver"
"2023",2002,"Salt Lake City","Skiing","Alpine Skiing","SWE","slalom","W","Bronze"
"2024",2002,"Salt Lake City","Skiing","Cross Country S","SWE","10km pursuit","M","Bronze"
"2025",2002,"Salt Lake City","Skiing","Snowboard","SWE","Giant parallel slalom","M","Silver"
"2026",2002,"Salt Lake City","Bobsleigh","Bobsleigh","USA","four-man","M","Bronze"
"2027",2002,"Salt Lake City","Bobsleigh","Bobsleigh","USA","four-man","M","Silver"
"2028",2002,"Salt Lake City","Bobsleigh","Bobsleigh","USA","two-man","W","Gold"
"2029",2002,"Salt Lake City","Bobsleigh","Skeleton","USA","individual","M","Gold"
"2030",2002,"Salt Lake City","Bobsleigh","Skeleton","USA","individual","W","Gold"
"2031",2002,"Salt Lake City","Bobsleigh","Skeleton","USA","individual","W","Silver"
"2032",2002,"Salt Lake City","Ice Hockey","Ice Hockey","USA","ice hockey","M","Silver"
"2033",2002,"Salt Lake City","Ice Hockey","Ice Hockey","USA","ice hockey","W","Silver"
"2034",2002,"Salt Lake City","Luge","Luge","USA","doubles","X","Bronze"
"2035",2002,"Salt Lake City","Luge","Luge","USA","doubles","X","Silver"
"2036",2002,"Salt Lake City","Skating","Figure skating","USA","individual","M","Bronze"
"2037",2002,"Salt Lake City","Skating","Figure skating","USA","individual","W","Bronze"
"2038",2002,"Salt Lake City","Skating","Figure skating","USA","individual","W","Gold"
"2039",2002,"Salt Lake City","Skating","Short Track S.","USA","1000m","M","Silver"
"2040",2002,"Salt Lake City","Skating","Short Track S.","USA","1500m","M","Gold"
"2041",2002,"Salt Lake City","Skating","Short Track S.","USA","500m","M","Bronze"
"2042",2002,"Salt Lake City","Skating","Speed skating","USA","1000m","M","Bronze"
"2043",2002,"Salt Lake City","Skating","Speed skating","USA","1000m","W","Bronze"
"2044",2002,"Salt Lake City","Skating","Speed skating","USA","1000m","W","Gold"
"2045",2002,"Salt Lake City","Skating","Speed skating","USA","1500m","M","Gold"
"2046",2002,"Salt Lake City","Skating","Speed skating","USA","1500m","W","Bronze"
"2047",2002,"Salt Lake City","Skating","Speed skating","USA","5000m","M","Silver"
"2048",2002,"Salt Lake City","Skating","Speed skating","USA","500m","M","Bronze"
"2049",2002,"Salt Lake City","Skating","Speed skating","USA","500m","M","Gold"
"2050",2002,"Salt Lake City","Skiing","Alpine Skiing","USA","alpine combined","M","Silver"
"2051",2002,"Salt Lake City","Skiing","Alpine Skiing","USA","giant slalom","M","Silver"
"2052",2002,"Salt Lake City","Skiing","Freestyle Ski.","USA","aerials","M","Silver"
"2053",2002,"Salt Lake City","Skiing","Freestyle Ski.","USA","moguls","M","Silver"
"2054",2002,"Salt Lake City","Skiing","Freestyle Ski.","USA","moguls","W","Silver"
"2055",2002,"Salt Lake City","Skiing","Snowboard","USA","Giant parallel slalom","M","Bronze"
"2056",2002,"Salt Lake City","Skiing","Snowboard","USA","Half-pipe","M","Bronze"
"2057",2002,"Salt Lake City","Skiing","Snowboard","USA","Half-pipe","M","Gold"
"2058",2002,"Salt Lake City","Skiing","Snowboard","USA","Half-pipe","M","Silver"
"2059",2002,"Salt Lake City","Skiing","Snowboard","USA","Half-pipe","W","Gold"
"2060",2006,"Turin","Skiing","Freestyle Ski.","AUS","aerials","W","Bronze"
"2061",2006,"Turin","Skiing","Freestyle Ski.","AUS","moguls","M","Gold"
"2062",2006,"Turin","Luge","Luge","AUT","doubles","X","Gold"
"2063",2006,"Turin","Skiing","Alpine Skiing","AUT","Alpine combined","M","Bronze"
